path,hash,class
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(52).png,17092453385677071410,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(53).png,13661320793794491161,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(54).png,12303981230522263501,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(55).png,12743436426518214966,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(56).png,13032224818825796658,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(57).png,12304280164583384463,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(58).png,12739772661592302707,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(59).png,12508398187685820701,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(6).png,12717254487384231052,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(60).png,12664287346949318044,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(61).png,12883888090182470705,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(62).png,12743994446969080882,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(63).png,11660821555498594459,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(64).png,13023499595962354828,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(65).png,13032224818993613874,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(66).png,12661800877750464692,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(67).png,12303998651220550951,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(68).png,12160166213431539652,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(69).png,12436342793048044441,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(7).png,12351918661200109605,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(70).png,11570815540091317394,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(71).png,12746536681021717708,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(72).png,13807687230440288664,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(73).png,13022381256204904243,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(74).png,13682431127808651619,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(75).png,12887555991161747609,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(76).png,12747099641709411481,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(77).png,12607194664622862580,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(78).png,16926099497176442208,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(79).png,16926098397663831408,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(8).png,18387283108980208805,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(80).png,11656670100237935853,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(81).png,13817255240813015115,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(82).png,13588701347850908344,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(83).png,13026595110961362019,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(84).png,12675592906808504423,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(85).png,13026603880195634381,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(86).png,12448445508261983949,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(87).png,13817254965670850767,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(88).png,13028846910766720211,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(89).png,16921296392306385310,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(9).png,17493893058410352025,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(90).png,13601367433759240934,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(91).png,13169864098174213680,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(92).png,16921576835404620318,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(93).png,16563841857384552806,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(94).png,13746604803423777867,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(95).png,13158323372040600012,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(96).png,13601314237166856141,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(97).png,12740626155324847155,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(98).png,16915684299967197128,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(99).png,13243608984330558662,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(1).png,12166341810089988275,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(10).png,16915684278805782939,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(100).png,13636548665732445236,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(101).png,12833512655000357964,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(102).png,12494043745586130981,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(103).png,12998733892069136794,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(104).png,12988042545912505114,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(105).png,12335294441786124751,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(106).png,11976161591491841416,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(107).png,12699521561184383028,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(108).png,12912891110961371534,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(109).png,13267260775336440612,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(11).png,12739772691664014492,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(110).png,11846097728278479672,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(111).png,18271813333317597394,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(112).png,18224320253596832400,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(113).png,18268517825052945554,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(114).png,18213562527889527091,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(115).png,16254773959988843110,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(116).png,16831241990307158686,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(117).png,16846723967287217257,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(118).png,12520436041687181260,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(119).png,11663346401418299798,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(12).png,12664353144801539776,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(120).png,12678970022416396291,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(121).png,13674285398308198704,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(122).png,13025205274535284080,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(123).png,12290820818618053850,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(124).png,12652248458167170102,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(125).png,13589826046548974662,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(126).png,16768176724248437912,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(127).png,12529527215653151589,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(128).png,12193661905064049048,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(129).png,12689401315192110140,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(13).png,12376103154640496075,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(130).png,12984110561482355836,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(131).png,12746527918245125321,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(132).png,13014210368770553887,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(133).png,13154944917194749617,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(134).png,12738373670462606449,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(135).png,16831524569615722386,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(136).png,13348324881188807574,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(137).png,12256763022419589219,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(138).png,11629646718109474203,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(139).png,13780382366928184620,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(14).png,11879532065406280118,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(140).png,12702344607155475257,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(141).png,13178871245854838413,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(142).png,16843909784613184335,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(143).png,16903565632323991451,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(144).png,13013647457482185906,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(145).png,12380888396004439233,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(146).png,12664280745579800527,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(147).png,12164652964760074342,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(148).png,12676155848273762358,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(149).png,13169864098174213680,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(15).png,13818662770042253479,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(150).png,16921576835404620318,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(151).png,16563841857384552806,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(152).png,13746604803423777867,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(153).png,13158323372040600012,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(154).png,13601314237166856141,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(155).png,12740626155324847155,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(156).png,16915684299967197128,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(157).png,13590108719752252814,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(158).png,13603619201105971249,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(159).png,13746623818812148784,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(16).png,13559427877561119852,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(160).png,13168757478315183160,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(161).png,13588135548352892529,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(162).png,12309627050168739117,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(163).png,12744566690108815411,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(164).png,13447116131334056761,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(165).png,13346066719790449356,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(166).png,11888522059034557889,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(167).png,12986344350354466446,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(168).png,12290835112000877714,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(169).png,13430512223304315085,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(17).png,12740625401558649958,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(170).png,12219046964398757990,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(171).png,16916247243209975091,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(172).png,13166503007017340195,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(173).png,12664351090787639881,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(174).png,12364563405127233822,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(175).png,12737256231634750904,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(176).png,13026595534041517104,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(177).png,13610388826250464537,jackfruit anthracnose
multiple leaf dataset/jackfruit leaf/jackfruit anthracnose/anthracnose_(178).png,13028582901274904945,jackfruit anthracnose
